"rid","ans_all","ans_all_hack","ans_all_trap","ans_any","ans_any_hack","ans_any_trap","ans_hack_on_risk_var","ans_hack_on_risk","ans_hack_on_dcpt_var","ans_hack_on_dcpt","ans_trap_on_risk_var","ans_trap_on_risk","ans_trap_on_dcpt_var","ans_trap_on_dcpt","ans_any_on_risk","ans_any_on_dcpt","ans_deceived_ranks","ans_not_deceived_ranks","ans_deceived_first","ans_hacked_ranks","ans_not_hacked_ranks","ans_hacked_first"
"8355071efbc76daaa871d9c2be3d7b6a",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"8357167d258ac76f43cc3978f930a448",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8361d5b6821e780babe5a68425269cee",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"8389b98b7e4bf360f3086d645b377173",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"8396a36e2be8a93786744a4d77f92ab2",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"839ea334f8d7f5d14da979fd688dbc2c",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"83a9d8c23f196b75dba6b77a9f705de3",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"83b206e1a97092a913a1b83874ab534f",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"83ba53ee6579a2b3bc42c90e9aa1754c",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"83c4f22403f4875a78deca8516e31b8b",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"83f1cef3e0ab6ea873acf885276bbb7f",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1,)","","()","(1,)",""
"83fdd9c970b7d260a198df02109201af",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1, 2, 3)","()","","()","(1, 2, 3)",""
"84009a3ee86e132d79328d8be350af2f",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"8401e8703c3fd21047c71bb719130094",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"843294662d04ef491fbeff627d2f11d4",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8436e3a47bbd230dd89a7f6e49a7a41f",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"843ff861530f1ea1ee0658ab5977a7c1",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"84456a278ec673863eb1ef39f0d3983f",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"844966876f0a303de28a8ee6cff42927",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"8451f71230d0828510bf4534b3d3e1cd",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"84557733e2e9400b5f3dc0485a080a7f",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8465ed3284ee5626346834141ec41610",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"846cf3ee6e736aef9ad0dcb8c1bc6904",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"847734bde62df3b5a2ba5a591f0b68f1",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"84a9ed44e9389432d43cac94b285121e",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"84b34ae5b19fd47247ec2ccea7b5a8b8",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"84b49551bd9cf39e208c476334ebc5ca",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"84b52d497106449c4d94b7e7af42dbfd",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"84f9c332941d3db7744b34bd62eafb3a",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"84fa1f6baef42ada6dcfd6443bbae181",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"84faf45e583fa0a31122b9117891a269",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"84fc869f1e7d4fe6e511ad4078406d76",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"85151389c7ad974162a0b1c617b8645b",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4, 5)","","()","(1, 2, 3, 4, 5)",""
"8530ed31521195b582eaa1c0865a22b9",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(5,)","(1, 2, 3, 4, 6, 7, 8)",False,"()","(1, 2, 3, 4, 5, 6, 7, 8)",""
"853f2b75615dce0f2c11b59c2ddf81b9",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"856dcad3d9b1a28181c7ebed32c34271",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"856ecc241142ad30c3980799d2f080db",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"857074261bd6d0aebfbbb4ba3b1668a3",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"858045205ce7bc5e57c9b35819e4dd59",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(7,)","(1, 2, 3, 4, 5, 6, 8)",False,"()","(1, 2, 3, 4, 5, 6, 7, 8)",""
"8589a24b3c53cc8ed7c8957766dd2e3e",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2, 3, 4, 5)","","()","(1, 2, 3, 4, 5)",""
"858a696c8a77d7823447197610755f4d",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"85917de948fac25276dbd8300d30a386",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"exact",True,True,True,"()","()","","()","()",""
"85a2ece8a774eb0d38e2e9d4e8edd1a0",False,False,False,True,True,True,"none",False,"exact",True,"none",False,"none",False,False,True,"(1,)","()","","()","(1,)",""
"85acd95a9f7320e551d8ba1f0fc67d0b",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"85bf49e93ccca7c9d1668126b82d364a",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"85cdfa5a393724134df43b80557aae23",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"85d83fc03a97604cc45d9a1b6e8c96fb",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"85d9488da4674880bdd9da346a9cf032",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"85e3eb30a1bc7b8fe3b0f6bf9bfd62c3",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"other",False,True,False,"()","(1,)","","(1,)","()",""
"85efcfb18f25ab8ac33d50595c2d371d",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"85f506b105ba17edbbb91d4eb547d65c",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8604c8824a9c9a429331cc2e05d2bcc0",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"86084ebd15bdd7fbbb58d0ad13a07d73",False,False,False,False,False,False,"other",False,"exact",True,"other",False,"exact",True,False,True,"()","()","","()","()",""
"8612fa2e52a6cbbd2a47c6063056653b",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"863545ce0d943ab1fbffb2ef138f4de2",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"864107160c94d09755e21cdb586d822f",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8644865b93ef04158622fd050e61d857",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1,)","","()","(1,)",""
"864543bcccaf32c8bead5a012c19520a",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8648bc797b980ffe6cf4a9de0cf8e57a",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"864e0f3f1b570a1dc3490624807660cb",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"8652f22a4a01a951988dd68998c492ab",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"86579f26d6740e20d7acc8f383478e15",False,False,False,True,True,False,"none",False,"none",False,"other",False,"exact",True,False,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"8666a465b82d6e3027bee76ea71d96c0",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2, 3, 4)","","()","(1, 2, 3, 4)",""
"866f27b64a935fc6b99329986ee8eff2",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"8677e6c89369e772c62bfef4c754cc7d",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"86a39ece30dc9f885f165944dff7e6c5",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"86be14416ee190a5d5bfcfb752b63aba",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"none",False,True,False,"()","()","","()","()",""
"86be5b831658849ea1925dcef53a9b99",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"86c32ffb7fa293144d318b41f847eef3",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"86dfa81fe5fbd9d732a5d767541fe20c",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"86edd1d418b0a1528a7e620159cf5e9e",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"86fbeac83574b5505fc3fd14fa4e4b08",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"870f884866df8d94569f46657bb9359b",False,False,False,True,True,True,"none",False,"overlap",True,"none",False,"none",False,False,True,"(3,)","(1, 2)",False,"()","(1, 2, 3)",""
"872edeef0bb5984770315bb5dc12ed38",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"8734b35d2dd5cd04019ee8cac1b1eac9",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"873c36112634f892f81fd4bc9a33c8d6",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8750d7ebfcfa393dbbe2c6ad3efec4a1",False,False,False,True,True,True,"none",False,"none",False,"none",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"875c29a9e953869a6a541157de90c22e",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"877409c1b0b00a4eb2f63498ade232a2",False,False,False,True,True,True,"none",False,"overlap",True,"none",False,"none",False,False,True,"(12,)","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13)",False,"()","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",""
"877c2af3e5a1c439316d18a84ca177fc",False,False,False,False,False,False,"other",False,"exact",True,"other",False,"exact",True,False,True,"()","()","","()","()",""
"877ca5eaff12967b58856caf0a7844bf",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"878ddea1b738d944641619cce847dfa9",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"879b2b4e2d57abca7763196f1976569d",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4, 5, 6)","","()","(1, 2, 3, 4, 5, 6)",""
"87adf19d6e02747dd4227a828ac04ecd",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"87d88afbf75f7368ef69f42e9f0386ef",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"87f83b7814c509e318e6e2ca8e463a01",False,False,False,False,False,False,"other",False,"exact",True,"other",False,"exact",True,False,True,"()","()","","()","()",""
"87fcc93951a787710972c4632749490b",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"87fe236adf13e2a26b1a755237a0297f",False,False,False,True,True,False,"none",False,"subset",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"880470abc88f923ec06f04524255df59",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8811bf1046e9a889b34287d68a1e7419",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"881b7516adfcab57a3c7038edf8a5f3c",False,False,False,True,True,False,"overlap",True,"overlap",True,"other",False,"other",False,True,True,"(3,)","(1, 2)",False,"(1,)","(2, 3)",True
"8842cefae2d303a9a68041bd91dd4b3e",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"8864387c8f568fd82f5c50d5da5afb06",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"88860a1fe5a8e0d79c891ee9bea4cafc",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"88886a882ec962e1b39b2356b2b875de",False,False,False,True,True,False,"none",False,"none",False,"other",False,"other",False,False,False,"()","(1,)","","()","(1,)",""
"88a15646062b5eed1b80e3fa5181fe7f",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"88bab2584337c6fd9fb7a355e3ee9180",False,False,False,True,True,True,"none",False,"none",False,"none",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"88bd91e9be17e41426a9b670e067a5d8",False,False,False,True,True,True,"none",False,"exact",True,"none",False,"none",False,False,True,"(1,)","()","","()","(1,)",""
"88d06c31b03fc49e46885e1e687c6266",False,False,False,True,True,False,"overlap",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2)","","(2,)","(1,)",False
"88d66e514f94c41c3c323ae64bafcfb3",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"88eaf36008a211a7aa08c334b6f36d85",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"88f43209ee4496bb3d2c2574953c56e9",False,False,False,True,True,False,"overlap",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2)","","(2,)","(1,)",False
"890557b76ed7984e2177a47682e5242f",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"892452c1d0232dff6cef1273b6d2678f",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"892dc8ca0909d243d31da1fc062f7208",False,False,False,False,False,False,"other",False,"other",False,"other",False,"other",False,False,False,"()","()","","()","()",""
"8938ab9939f3d57e75a3ff5b510b980c",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"893a6c840e7dc58fa5a3e458c32bd313",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"893f2ab365f3aa4437397d41481b148f",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"89450dd1f417754bac1de09ba82f50f4",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"8949c285518786a2f4b18d35d11ffa2f",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"8960ddbd720629cf8f424daffaf88507",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(5,)","(1, 2, 3, 4)",False,"()","(1, 2, 3, 4, 5)",""
"899170c3b5e48c964827fae9a4179888",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(1,)","(2,)",True,"()","(1, 2)",""
"89b7b3f45ab912e079442dc8c692c1f8",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"89c1957f41a5f4dbca8702a91a29023b",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"89ccf8ae2ba01ac58fbf1a6022c90489",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"89d97c1e2e33688d9fe11d50177d40ec",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"89ec04c0599871039c3eddc5de5fd4e5",False,False,False,True,True,False,"subset",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2, 3)","","(1, 2, 3)","()",""
"89f5fdb66b3ea3812ea2564ba4e3f93a",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"89f71ec9d84cd4457e4ede8c0d7aaa89",False,False,False,True,True,True,"none",False,"none",False,"none",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"8a0e6466f9a15d87d60a8a623cdfda87",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8a278d4d02ad34c5f67d1ef7e48f04f4",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"8a2cd50b928b113c21c874aeb3d49cdf",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(1,)","(2,)",True,"()","(1, 2)",""
"8a39cdc82823c4303c6a479da5ed0c34",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8a64dbb721b3f73bb09a020781aa2c95",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(1,)","(2, 3, 4, 5, 6)",True,"()","(1, 2, 3, 4, 5, 6)",""
"8a7a644ab12b381f902bcdbc9dcede23",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8af09e0e825f0e019c8c28a46bd1ffda",False,False,False,True,True,False,"none",False,"none",False,"other",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"8aff3a4b6453c9604dc0a8ae51c7e867",False,False,False,False,False,False,"other",False,"exact",True,"other",False,"exact",True,False,True,"()","()","","()","()",""
"8b02d954725ef4ff59c6049ffa5ee0ad",False,False,False,True,True,True,"exact",True,"none",False,"none",False,"none",False,True,False,"()","(1,)","","(1,)","()",""
"8b0d65acbedf90419fb1edc747ca4faa",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"8b170e12567673e47c7960308ea1ec02",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"8b5b9e6a9cc3ed16f7af0ccf649f6bed",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"8b7a3492a05b9a1751e13dfaaa8e000b",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(2,)","(1,)",False,"()","(1, 2)",""
"8b87d945591f7964e5e0c62ad99cc92d",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"exact",True,True,True,"()","()","","()","()",""
"8b8ba083ddf088060309194f6d022938",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"8b91aa48d977f8dbca6b4de1ce49881b",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"8b9b27436b8e5c442b6fe2840892598b",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8ba70b6b90a49c7ebbd9d984ad94815a",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(9,)","(1, 2, 3, 4, 5, 6, 7, 8)",False,"()","(1, 2, 3, 4, 5, 6, 7, 8, 9)",""
"8bd6c0f2ff0148bb2b327d24f6730ee7",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"8bdfd43378bfc4952d19f15f54cd08fd",False,False,False,False,False,False,"other",False,"exact",True,"other",False,"exact",True,False,True,"()","()","","()","()",""
"8be29b4e1a0bf624726628cef8effe87",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"8be3e1a74321cc031bc53b0fc98a0806",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"8bf00e855c038fd9fab5382f9d0f6640",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8bfd19c06de6ef8fbb948e891f078da7",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8bfef9d1dae8e8db7a86ac4a9f655b00",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8c2aacc5454c608a35e63d9465e28d5a",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1,)","","()","(1,)",""
"8c63ff6d89d3f1a9107baf4d97a23ca8",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4, 5, 6, 7, 8)","","()","(1, 2, 3, 4, 5, 6, 7, 8)",""
"8c807583a7e9b4b65455b2c6c168431d",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(2,)","(1,)",False,"()","(1, 2)",""
"8c90812256669a6dd6222f77907641f5",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(2,)","(1, 3)",False,"()","(1, 2, 3)",""
"8cac1b817e540bda596262ea616050fc",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"8cbcb796145125628c238c1f8724d41f",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4, 5)","","()","(1, 2, 3, 4, 5)",""
"8cd26c285adec7b95e9f5d9156ada10a",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1, 2)","()","","()","(1, 2)",""
"8ce21a071e8cd6cbf18dc3cd8778e2d6",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4)","","()","(1, 2, 3, 4)",""
"8cf12fb2980677a9c56141094db64b14",False,False,False,True,True,False,"none",False,"none",False,"other",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"8d036eb0d1392240deb8820864b29c4b",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"8d1b934c88a976ea9a41dd972cf9568d",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8d1f5ee7d4cfe32defc913e2ce127d73",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"8d2b039290de9c10fef10525decc743b",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"8d2cd3d8b2dea5983cf96edb9c459037",False,False,False,True,False,True,"other",False,"other",False,"none",False,"exact",True,False,True,"()","()","","()","()",""
"8d4b747d2de85d236911683718f4e7c1",False,False,False,True,True,False,"subset",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"8d5cb1312f8ee3adddcbd7bcf0a03fed",False,False,False,True,True,False,"none",False,"exact",True,"other",False,"other",False,False,True,"(1,)","()","","()","(1,)",""
"8d74f5235e002fc83f123498d32dd138",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(4,)","(1, 2, 3)",False,"()","(1, 2, 3, 4)",""
"8d7f1f305eddd2e089e3856fcd86a179",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"8d82323da43c0a3c71b95664f7dc23bf",False,False,False,True,True,True,"none",False,"none",False,"none",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"8d9f7186b785d43560946b702015b83d",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"8da3108fd09d03b20ef5032a957d9e5b",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(3,)","(1, 2)",False,"()","(1, 2, 3)",""
"8db24918eedfd41c11968329035ab47c",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"8dbb2ef190e953a2c1bfbe5cdeb2f1fe",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"8dbf2e29ea9bf7090f476acd209f5764",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"8dcde5014b1626998d53dc3d4f3acad7",False,False,False,True,True,False,"none",False,"subset",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"8de7029e82d29c91040b6115aef622e4",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"exact",True,True,True,"()","()","","()","()",""
